"","date","hits","keyword","geo","gprop","category"
"7001",2016-10-29 22:00:00,0,"children in need 2014","GB","web",0
"7002",2016-11-05 23:00:00,0,"children in need 2014","GB","web",0
"7003",2016-11-12 23:00:00,0,"children in need 2014","GB","web",0
"7004",2016-11-19 23:00:00,0,"children in need 2014","GB","web",0
"7005",2016-11-26 23:00:00,0,"children in need 2014","GB","web",0
"7006",2016-12-03 23:00:00,0,"children in need 2014","GB","web",0
"7007",2016-12-10 23:00:00,0,"children in need 2014","GB","web",0
"7008",2016-12-17 23:00:00,0,"children in need 2014","GB","web",0
"7009",2016-12-24 23:00:00,0,"children in need 2014","GB","web",0
"7010",2016-12-31 23:00:00,0,"children in need 2014","GB","web",0
"7011",2017-01-07 23:00:00,0,"children in need 2014","GB","web",0
"7012",2017-01-14 23:00:00,0,"children in need 2014","GB","web",0
"7013",2017-01-21 23:00:00,0,"children in need 2014","GB","web",0
"7014",2017-01-28 23:00:00,0,"children in need 2014","GB","web",0
"7015",2017-02-04 23:00:00,0,"children in need 2014","GB","web",0
"7016",2017-02-11 23:00:00,0,"children in need 2014","GB","web",0
"7017",2017-02-18 23:00:00,0,"children in need 2014","GB","web",0
"7018",2017-02-25 23:00:00,0,"children in need 2014","GB","web",0
"7019",2017-03-04 23:00:00,0,"children in need 2014","GB","web",0
"7020",2017-03-11 23:00:00,0,"children in need 2014","GB","web",0
"7021",2012-03-24 23:00:00,0,"children in need 2015","GB","web",0
"7022",2012-03-31 22:00:00,0,"children in need 2015","GB","web",0
"7023",2012-04-07 22:00:00,0,"children in need 2015","GB","web",0
"7024",2012-04-14 22:00:00,0,"children in need 2015","GB","web",0
"7025",2012-04-21 22:00:00,0,"children in need 2015","GB","web",0
"7026",2012-04-28 22:00:00,0,"children in need 2015","GB","web",0
"7027",2012-05-05 22:00:00,0,"children in need 2015","GB","web",0
"7028",2012-05-12 22:00:00,0,"children in need 2015","GB","web",0
"7029",2012-05-19 22:00:00,0,"children in need 2015","GB","web",0
"7030",2012-05-26 22:00:00,0,"children in need 2015","GB","web",0
"7031",2012-06-02 22:00:00,0,"children in need 2015","GB","web",0
"7032",2012-06-09 22:00:00,0,"children in need 2015","GB","web",0
"7033",2012-06-16 22:00:00,0,"children in need 2015","GB","web",0
"7034",2012-06-23 22:00:00,0,"children in need 2015","GB","web",0
"7035",2012-06-30 22:00:00,0,"children in need 2015","GB","web",0
"7036",2012-07-07 22:00:00,0,"children in need 2015","GB","web",0
"7037",2012-07-14 22:00:00,0,"children in need 2015","GB","web",0
"7038",2012-07-21 22:00:00,0,"children in need 2015","GB","web",0
"7039",2012-07-28 22:00:00,0,"children in need 2015","GB","web",0
"7040",2012-08-04 22:00:00,0,"children in need 2015","GB","web",0
"7041",2012-08-11 22:00:00,0,"children in need 2015","GB","web",0
"7042",2012-08-18 22:00:00,0,"children in need 2015","GB","web",0
"7043",2012-08-25 22:00:00,0,"children in need 2015","GB","web",0
"7044",2012-09-01 22:00:00,0,"children in need 2015","GB","web",0
"7045",2012-09-08 22:00:00,0,"children in need 2015","GB","web",0
"7046",2012-09-15 22:00:00,0,"children in need 2015","GB","web",0
"7047",2012-09-22 22:00:00,0,"children in need 2015","GB","web",0
"7048",2012-09-29 22:00:00,0,"children in need 2015","GB","web",0
"7049",2012-10-06 22:00:00,0,"children in need 2015","GB","web",0
"7050",2012-10-13 22:00:00,0,"children in need 2015","GB","web",0
"7051",2012-10-20 22:00:00,0,"children in need 2015","GB","web",0
"7052",2012-10-27 22:00:00,0,"children in need 2015","GB","web",0
"7053",2012-11-03 23:00:00,0,"children in need 2015","GB","web",0
"7054",2012-11-10 23:00:00,0,"children in need 2015","GB","web",0
"7055",2012-11-17 23:00:00,0,"children in need 2015","GB","web",0
"7056",2012-11-24 23:00:00,0,"children in need 2015","GB","web",0
"7057",2012-12-01 23:00:00,0,"children in need 2015","GB","web",0
"7058",2012-12-08 23:00:00,0,"children in need 2015","GB","web",0
"7059",2012-12-15 23:00:00,0,"children in need 2015","GB","web",0
"7060",2012-12-22 23:00:00,0,"children in need 2015","GB","web",0
"7061",2012-12-29 23:00:00,0,"children in need 2015","GB","web",0
"7062",2013-01-05 23:00:00,0,"children in need 2015","GB","web",0
"7063",2013-01-12 23:00:00,0,"children in need 2015","GB","web",0
"7064",2013-01-19 23:00:00,0,"children in need 2015","GB","web",0
"7065",2013-01-26 23:00:00,0,"children in need 2015","GB","web",0
"7066",2013-02-02 23:00:00,0,"children in need 2015","GB","web",0
"7067",2013-02-09 23:00:00,0,"children in need 2015","GB","web",0
"7068",2013-02-16 23:00:00,0,"children in need 2015","GB","web",0
"7069",2013-02-23 23:00:00,0,"children in need 2015","GB","web",0
"7070",2013-03-02 23:00:00,0,"children in need 2015","GB","web",0
"7071",2013-03-09 23:00:00,0,"children in need 2015","GB","web",0
"7072",2013-03-16 23:00:00,0,"children in need 2015","GB","web",0
"7073",2013-03-23 23:00:00,0,"children in need 2015","GB","web",0
"7074",2013-03-30 23:00:00,0,"children in need 2015","GB","web",0
"7075",2013-04-06 22:00:00,0,"children in need 2015","GB","web",0
"7076",2013-04-13 22:00:00,0,"children in need 2015","GB","web",0
"7077",2013-04-20 22:00:00,0,"children in need 2015","GB","web",0
"7078",2013-04-27 22:00:00,0,"children in need 2015","GB","web",0
"7079",2013-05-04 22:00:00,0,"children in need 2015","GB","web",0
"7080",2013-05-11 22:00:00,0,"children in need 2015","GB","web",0
"7081",2013-05-18 22:00:00,0,"children in need 2015","GB","web",0
"7082",2013-05-25 22:00:00,0,"children in need 2015","GB","web",0
"7083",2013-06-01 22:00:00,0,"children in need 2015","GB","web",0
"7084",2013-06-08 22:00:00,0,"children in need 2015","GB","web",0
"7085",2013-06-15 22:00:00,0,"children in need 2015","GB","web",0
"7086",2013-06-22 22:00:00,0,"children in need 2015","GB","web",0
"7087",2013-06-29 22:00:00,0,"children in need 2015","GB","web",0
"7088",2013-07-06 22:00:00,0,"children in need 2015","GB","web",0
"7089",2013-07-13 22:00:00,0,"children in need 2015","GB","web",0
"7090",2013-07-20 22:00:00,0,"children in need 2015","GB","web",0
"7091",2013-07-27 22:00:00,0,"children in need 2015","GB","web",0
"7092",2013-08-03 22:00:00,0,"children in need 2015","GB","web",0
"7093",2013-08-10 22:00:00,0,"children in need 2015","GB","web",0
"7094",2013-08-17 22:00:00,0,"children in need 2015","GB","web",0
"7095",2013-08-24 22:00:00,0,"children in need 2015","GB","web",0
"7096",2013-08-31 22:00:00,0,"children in need 2015","GB","web",0
"7097",2013-09-07 22:00:00,0,"children in need 2015","GB","web",0
"7098",2013-09-14 22:00:00,0,"children in need 2015","GB","web",0
"7099",2013-09-21 22:00:00,0,"children in need 2015","GB","web",0
"7100",2013-09-28 22:00:00,0,"children in need 2015","GB","web",0
"7101",2013-10-05 22:00:00,0,"children in need 2015","GB","web",0
"7102",2013-10-12 22:00:00,0,"children in need 2015","GB","web",0
"7103",2013-10-19 22:00:00,0,"children in need 2015","GB","web",0
"7104",2013-10-26 22:00:00,0,"children in need 2015","GB","web",0
"7105",2013-11-02 23:00:00,0,"children in need 2015","GB","web",0
"7106",2013-11-09 23:00:00,0,"children in need 2015","GB","web",0
"7107",2013-11-16 23:00:00,0,"children in need 2015","GB","web",0
"7108",2013-11-23 23:00:00,0,"children in need 2015","GB","web",0
"7109",2013-11-30 23:00:00,0,"children in need 2015","GB","web",0
"7110",2013-12-07 23:00:00,0,"children in need 2015","GB","web",0
"7111",2013-12-14 23:00:00,0,"children in need 2015","GB","web",0
"7112",2013-12-21 23:00:00,0,"children in need 2015","GB","web",0
"7113",2013-12-28 23:00:00,0,"children in need 2015","GB","web",0
"7114",2014-01-04 23:00:00,0,"children in need 2015","GB","web",0
"7115",2014-01-11 23:00:00,0,"children in need 2015","GB","web",0
"7116",2014-01-18 23:00:00,0,"children in need 2015","GB","web",0
"7117",2014-01-25 23:00:00,0,"children in need 2015","GB","web",0
"7118",2014-02-01 23:00:00,0,"children in need 2015","GB","web",0
"7119",2014-02-08 23:00:00,0,"children in need 2015","GB","web",0
"7120",2014-02-15 23:00:00,0,"children in need 2015","GB","web",0
"7121",2014-02-22 23:00:00,0,"children in need 2015","GB","web",0
"7122",2014-03-01 23:00:00,0,"children in need 2015","GB","web",0
"7123",2014-03-08 23:00:00,0,"children in need 2015","GB","web",0
"7124",2014-03-15 23:00:00,0,"children in need 2015","GB","web",0
"7125",2014-03-22 23:00:00,0,"children in need 2015","GB","web",0
"7126",2014-03-29 23:00:00,0,"children in need 2015","GB","web",0
"7127",2014-04-05 22:00:00,0,"children in need 2015","GB","web",0
"7128",2014-04-12 22:00:00,0,"children in need 2015","GB","web",0
"7129",2014-04-19 22:00:00,0,"children in need 2015","GB","web",0
"7130",2014-04-26 22:00:00,0,"children in need 2015","GB","web",0
"7131",2014-05-03 22:00:00,0,"children in need 2015","GB","web",0
"7132",2014-05-10 22:00:00,0,"children in need 2015","GB","web",0
"7133",2014-05-17 22:00:00,0,"children in need 2015","GB","web",0
"7134",2014-05-24 22:00:00,0,"children in need 2015","GB","web",0
"7135",2014-05-31 22:00:00,0,"children in need 2015","GB","web",0
"7136",2014-06-07 22:00:00,0,"children in need 2015","GB","web",0
"7137",2014-06-14 22:00:00,0,"children in need 2015","GB","web",0
"7138",2014-06-21 22:00:00,0,"children in need 2015","GB","web",0
"7139",2014-06-28 22:00:00,0,"children in need 2015","GB","web",0
"7140",2014-07-05 22:00:00,0,"children in need 2015","GB","web",0
"7141",2014-07-12 22:00:00,0,"children in need 2015","GB","web",0
"7142",2014-07-19 22:00:00,0,"children in need 2015","GB","web",0
"7143",2014-07-26 22:00:00,0,"children in need 2015","GB","web",0
"7144",2014-08-02 22:00:00,0,"children in need 2015","GB","web",0
"7145",2014-08-09 22:00:00,0,"children in need 2015","GB","web",0
"7146",2014-08-16 22:00:00,0,"children in need 2015","GB","web",0
"7147",2014-08-23 22:00:00,0,"children in need 2015","GB","web",0
"7148",2014-08-30 22:00:00,0,"children in need 2015","GB","web",0
"7149",2014-09-06 22:00:00,0,"children in need 2015","GB","web",0
"7150",2014-09-13 22:00:00,0,"children in need 2015","GB","web",0
"7151",2014-09-20 22:00:00,0,"children in need 2015","GB","web",0
"7152",2014-09-27 22:00:00,0,"children in need 2015","GB","web",0
"7153",2014-10-04 22:00:00,0,"children in need 2015","GB","web",0
"7154",2014-10-11 22:00:00,0,"children in need 2015","GB","web",0
"7155",2014-10-18 22:00:00,0,"children in need 2015","GB","web",0
"7156",2014-10-25 22:00:00,0,"children in need 2015","GB","web",0
"7157",2014-11-01 23:00:00,1,"children in need 2015","GB","web",0
"7158",2014-11-08 23:00:00,2,"children in need 2015","GB","web",0
"7159",2014-11-15 23:00:00,0,"children in need 2015","GB","web",0
"7160",2014-11-22 23:00:00,0,"children in need 2015","GB","web",0
"7161",2014-11-29 23:00:00,0,"children in need 2015","GB","web",0
"7162",2014-12-06 23:00:00,0,"children in need 2015","GB","web",0
"7163",2014-12-13 23:00:00,0,"children in need 2015","GB","web",0
"7164",2014-12-20 23:00:00,0,"children in need 2015","GB","web",0
"7165",2014-12-27 23:00:00,0,"children in need 2015","GB","web",0
"7166",2015-01-03 23:00:00,0,"children in need 2015","GB","web",0
"7167",2015-01-10 23:00:00,0,"children in need 2015","GB","web",0
"7168",2015-01-17 23:00:00,0,"children in need 2015","GB","web",0
"7169",2015-01-24 23:00:00,0,"children in need 2015","GB","web",0
"7170",2015-01-31 23:00:00,0,"children in need 2015","GB","web",0
"7171",2015-02-07 23:00:00,0,"children in need 2015","GB","web",0
"7172",2015-02-14 23:00:00,0,"children in need 2015","GB","web",0
"7173",2015-02-21 23:00:00,0,"children in need 2015","GB","web",0
"7174",2015-02-28 23:00:00,0,"children in need 2015","GB","web",0
"7175",2015-03-07 23:00:00,1,"children in need 2015","GB","web",0
"7176",2015-03-14 23:00:00,0,"children in need 2015","GB","web",0
"7177",2015-03-21 23:00:00,0,"children in need 2015","GB","web",0
"7178",2015-03-28 23:00:00,0,"children in need 2015","GB","web",0
"7179",2015-04-04 22:00:00,0,"children in need 2015","GB","web",0
"7180",2015-04-11 22:00:00,0,"children in need 2015","GB","web",0
"7181",2015-04-18 22:00:00,0,"children in need 2015","GB","web",0
"7182",2015-04-25 22:00:00,0,"children in need 2015","GB","web",0
"7183",2015-05-02 22:00:00,0,"children in need 2015","GB","web",0
"7184",2015-05-09 22:00:00,0,"children in need 2015","GB","web",0
"7185",2015-05-16 22:00:00,0,"children in need 2015","GB","web",0
"7186",2015-05-23 22:00:00,0,"children in need 2015","GB","web",0
"7187",2015-05-30 22:00:00,0,"children in need 2015","GB","web",0
"7188",2015-06-06 22:00:00,0,"children in need 2015","GB","web",0
"7189",2015-06-13 22:00:00,0,"children in need 2015","GB","web",0
"7190",2015-06-20 22:00:00,0,"children in need 2015","GB","web",0
"7191",2015-06-27 22:00:00,0,"children in need 2015","GB","web",0
"7192",2015-07-04 22:00:00,0,"children in need 2015","GB","web",0
"7193",2015-07-11 22:00:00,0,"children in need 2015","GB","web",0
"7194",2015-07-18 22:00:00,0,"children in need 2015","GB","web",0
"7195",2015-07-25 22:00:00,0,"children in need 2015","GB","web",0
"7196",2015-08-01 22:00:00,0,"children in need 2015","GB","web",0
"7197",2015-08-08 22:00:00,0,"children in need 2015","GB","web",0
"7198",2015-08-15 22:00:00,0,"children in need 2015","GB","web",0
"7199",2015-08-22 22:00:00,1,"children in need 2015","GB","web",0
"7200",2015-08-29 22:00:00,1,"children in need 2015","GB","web",0
"7201",2015-09-05 22:00:00,1,"children in need 2015","GB","web",0
"7202",2015-09-12 22:00:00,1,"children in need 2015","GB","web",0
"7203",2015-09-19 22:00:00,1,"children in need 2015","GB","web",0
"7204",2015-09-26 22:00:00,2,"children in need 2015","GB","web",0
"7205",2015-10-03 22:00:00,3,"children in need 2015","GB","web",0
"7206",2015-10-10 22:00:00,4,"children in need 2015","GB","web",0
"7207",2015-10-17 22:00:00,4,"children in need 2015","GB","web",0
"7208",2015-10-24 22:00:00,5,"children in need 2015","GB","web",0
"7209",2015-10-31 23:00:00,14,"children in need 2015","GB","web",0
"7210",2015-11-07 23:00:00,30,"children in need 2015","GB","web",0
"7211",2015-11-14 23:00:00,4,"children in need 2015","GB","web",0
"7212",2015-11-21 23:00:00,1,"children in need 2015","GB","web",0
"7213",2015-11-28 23:00:00,0,"children in need 2015","GB","web",0
"7214",2015-12-05 23:00:00,0,"children in need 2015","GB","web",0
"7215",2015-12-12 23:00:00,0,"children in need 2015","GB","web",0
"7216",2015-12-19 23:00:00,0,"children in need 2015","GB","web",0
"7217",2015-12-26 23:00:00,0,"children in need 2015","GB","web",0
"7218",2016-01-02 23:00:00,0,"children in need 2015","GB","web",0
"7219",2016-01-09 23:00:00,0,"children in need 2015","GB","web",0
"7220",2016-01-16 23:00:00,0,"children in need 2015","GB","web",0
"7221",2016-01-23 23:00:00,0,"children in need 2015","GB","web",0
"7222",2016-01-30 23:00:00,1,"children in need 2015","GB","web",0
"7223",2016-02-06 23:00:00,0,"children in need 2015","GB","web",0
"7224",2016-02-13 23:00:00,0,"children in need 2015","GB","web",0
"7225",2016-02-20 23:00:00,0,"children in need 2015","GB","web",0
"7226",2016-02-27 23:00:00,0,"children in need 2015","GB","web",0
"7227",2016-03-05 23:00:00,0,"children in need 2015","GB","web",0
"7228",2016-03-12 23:00:00,0,"children in need 2015","GB","web",0
"7229",2016-03-19 23:00:00,0,"children in need 2015","GB","web",0
"7230",2016-03-26 23:00:00,0,"children in need 2015","GB","web",0
"7231",2016-04-02 22:00:00,0,"children in need 2015","GB","web",0
"7232",2016-04-09 22:00:00,0,"children in need 2015","GB","web",0
"7233",2016-04-16 22:00:00,0,"children in need 2015","GB","web",0
"7234",2016-04-23 22:00:00,0,"children in need 2015","GB","web",0
"7235",2016-04-30 22:00:00,0,"children in need 2015","GB","web",0
"7236",2016-05-07 22:00:00,0,"children in need 2015","GB","web",0
"7237",2016-05-14 22:00:00,0,"children in need 2015","GB","web",0
"7238",2016-05-21 22:00:00,0,"children in need 2015","GB","web",0
"7239",2016-05-28 22:00:00,0,"children in need 2015","GB","web",0
"7240",2016-06-04 22:00:00,0,"children in need 2015","GB","web",0
"7241",2016-06-11 22:00:00,0,"children in need 2015","GB","web",0
"7242",2016-06-18 22:00:00,0,"children in need 2015","GB","web",0
"7243",2016-06-25 22:00:00,0,"children in need 2015","GB","web",0
"7244",2016-07-02 22:00:00,0,"children in need 2015","GB","web",0
"7245",2016-07-09 22:00:00,0,"children in need 2015","GB","web",0
"7246",2016-07-16 22:00:00,0,"children in need 2015","GB","web",0
"7247",2016-07-23 22:00:00,0,"children in need 2015","GB","web",0
"7248",2016-07-30 22:00:00,0,"children in need 2015","GB","web",0
"7249",2016-08-06 22:00:00,0,"children in need 2015","GB","web",0
"7250",2016-08-13 22:00:00,0,"children in need 2015","GB","web",0
"7251",2016-08-20 22:00:00,0,"children in need 2015","GB","web",0
"7252",2016-08-27 22:00:00,0,"children in need 2015","GB","web",0
"7253",2016-09-03 22:00:00,0,"children in need 2015","GB","web",0
"7254",2016-09-10 22:00:00,0,"children in need 2015","GB","web",0
"7255",2016-09-17 22:00:00,0,"children in need 2015","GB","web",0
"7256",2016-09-24 22:00:00,0,"children in need 2015","GB","web",0
"7257",2016-10-01 22:00:00,0,"children in need 2015","GB","web",0
"7258",2016-10-08 22:00:00,0,"children in need 2015","GB","web",0
"7259",2016-10-15 22:00:00,0,"children in need 2015","GB","web",0
"7260",2016-10-22 22:00:00,0,"children in need 2015","GB","web",0
"7261",2016-10-29 22:00:00,0,"children in need 2015","GB","web",0
"7262",2016-11-05 23:00:00,0,"children in need 2015","GB","web",0
"7263",2016-11-12 23:00:00,5,"children in need 2015","GB","web",0
"7264",2016-11-19 23:00:00,0,"children in need 2015","GB","web",0
"7265",2016-11-26 23:00:00,0,"children in need 2015","GB","web",0
"7266",2016-12-03 23:00:00,0,"children in need 2015","GB","web",0
"7267",2016-12-10 23:00:00,0,"children in need 2015","GB","web",0
"7268",2016-12-17 23:00:00,0,"children in need 2015","GB","web",0
"7269",2016-12-24 23:00:00,0,"children in need 2015","GB","web",0
"7270",2016-12-31 23:00:00,0,"children in need 2015","GB","web",0
"7271",2017-01-07 23:00:00,0,"children in need 2015","GB","web",0
"7272",2017-01-14 23:00:00,0,"children in need 2015","GB","web",0
"7273",2017-01-21 23:00:00,0,"children in need 2015","GB","web",0
"7274",2017-01-28 23:00:00,0,"children in need 2015","GB","web",0
"7275",2017-02-04 23:00:00,0,"children in need 2015","GB","web",0
"7276",2017-02-11 23:00:00,0,"children in need 2015","GB","web",0
"7277",2017-02-18 23:00:00,0,"children in need 2015","GB","web",0
"7278",2017-02-25 23:00:00,0,"children in need 2015","GB","web",0
"7279",2017-03-04 23:00:00,0,"children in need 2015","GB","web",0
"7280",2017-03-11 23:00:00,0,"children in need 2015","GB","web",0
"7281",2012-03-24 23:00:00,5,"charity jobs","GB","web",0
"7282",2012-03-31 22:00:00,5,"charity jobs","GB","web",0
"7283",2012-04-07 22:00:00,5,"charity jobs","GB","web",0
"7284",2012-04-14 22:00:00,5,"charity jobs","GB","web",0
"7285",2012-04-21 22:00:00,6,"charity jobs","GB","web",0
"7286",2012-04-28 22:00:00,5,"charity jobs","GB","web",0
"7287",2012-05-05 22:00:00,5,"charity jobs","GB","web",0
"7288",2012-05-12 22:00:00,5,"charity jobs","GB","web",0
"7289",2012-05-19 22:00:00,5,"charity jobs","GB","web",0
"7290",2012-05-26 22:00:00,4,"charity jobs","GB","web",0
"7291",2012-06-02 22:00:00,4,"charity jobs","GB","web",0
"7292",2012-06-09 22:00:00,5,"charity jobs","GB","web",0
"7293",2012-06-16 22:00:00,5,"charity jobs","GB","web",0
"7294",2012-06-23 22:00:00,5,"charity jobs","GB","web",0
"7295",2012-06-30 22:00:00,6,"charity jobs","GB","web",0
"7296",2012-07-07 22:00:00,5,"charity jobs","GB","web",0
"7297",2012-07-14 22:00:00,6,"charity jobs","GB","web",0
"7298",2012-07-21 22:00:00,4,"charity jobs","GB","web",0
"7299",2012-07-28 22:00:00,5,"charity jobs","GB","web",0
"7300",2012-08-04 22:00:00,5,"charity jobs","GB","web",0
"7301",2012-08-11 22:00:00,5,"charity jobs","GB","web",0
"7302",2012-08-18 22:00:00,5,"charity jobs","GB","web",0
"7303",2012-08-25 22:00:00,5,"charity jobs","GB","web",0
"7304",2012-09-01 22:00:00,6,"charity jobs","GB","web",0
"7305",2012-09-08 22:00:00,5,"charity jobs","GB","web",0
"7306",2012-09-15 22:00:00,6,"charity jobs","GB","web",0
"7307",2012-09-22 22:00:00,6,"charity jobs","GB","web",0
"7308",2012-09-29 22:00:00,6,"charity jobs","GB","web",0
"7309",2012-10-06 22:00:00,6,"charity jobs","GB","web",0
"7310",2012-10-13 22:00:00,6,"charity jobs","GB","web",0
"7311",2012-10-20 22:00:00,5,"charity jobs","GB","web",0
"7312",2012-10-27 22:00:00,5,"charity jobs","GB","web",0
"7313",2012-11-03 23:00:00,6,"charity jobs","GB","web",0
"7314",2012-11-10 23:00:00,6,"charity jobs","GB","web",0
"7315",2012-11-17 23:00:00,5,"charity jobs","GB","web",0
"7316",2012-11-24 23:00:00,4,"charity jobs","GB","web",0
"7317",2012-12-01 23:00:00,4,"charity jobs","GB","web",0
"7318",2012-12-08 23:00:00,5,"charity jobs","GB","web",0
"7319",2012-12-15 23:00:00,4,"charity jobs","GB","web",0
"7320",2012-12-22 23:00:00,3,"charity jobs","GB","web",0
"7321",2012-12-29 23:00:00,5,"charity jobs","GB","web",0
"7322",2013-01-05 23:00:00,6,"charity jobs","GB","web",0
"7323",2013-01-12 23:00:00,5,"charity jobs","GB","web",0
"7324",2013-01-19 23:00:00,5,"charity jobs","GB","web",0
"7325",2013-01-26 23:00:00,5,"charity jobs","GB","web",0
"7326",2013-02-02 23:00:00,6,"charity jobs","GB","web",0
"7327",2013-02-09 23:00:00,5,"charity jobs","GB","web",0
"7328",2013-02-16 23:00:00,5,"charity jobs","GB","web",0
"7329",2013-02-23 23:00:00,5,"charity jobs","GB","web",0
"7330",2013-03-02 23:00:00,6,"charity jobs","GB","web",0
"7331",2013-03-09 23:00:00,6,"charity jobs","GB","web",0
"7332",2013-03-16 23:00:00,6,"charity jobs","GB","web",0
"7333",2013-03-23 23:00:00,5,"charity jobs","GB","web",0
"7334",2013-03-30 23:00:00,5,"charity jobs","GB","web",0
"7335",2013-04-06 22:00:00,6,"charity jobs","GB","web",0
"7336",2013-04-13 22:00:00,6,"charity jobs","GB","web",0
"7337",2013-04-20 22:00:00,5,"charity jobs","GB","web",0
"7338",2013-04-27 22:00:00,5,"charity jobs","GB","web",0
"7339",2013-05-04 22:00:00,5,"charity jobs","GB","web",0
"7340",2013-05-11 22:00:00,5,"charity jobs","GB","web",0
"7341",2013-05-18 22:00:00,6,"charity jobs","GB","web",0
"7342",2013-05-25 22:00:00,6,"charity jobs","GB","web",0
"7343",2013-06-01 22:00:00,5,"charity jobs","GB","web",0
"7344",2013-06-08 22:00:00,6,"charity jobs","GB","web",0
"7345",2013-06-15 22:00:00,6,"charity jobs","GB","web",0
"7346",2013-06-22 22:00:00,5,"charity jobs","GB","web",0
"7347",2013-06-29 22:00:00,6,"charity jobs","GB","web",0
"7348",2013-07-06 22:00:00,5,"charity jobs","GB","web",0
"7349",2013-07-13 22:00:00,5,"charity jobs","GB","web",0
"7350",2013-07-20 22:00:00,5,"charity jobs","GB","web",0
"7351",2013-07-27 22:00:00,6,"charity jobs","GB","web",0
"7352",2013-08-03 22:00:00,6,"charity jobs","GB","web",0
"7353",2013-08-10 22:00:00,5,"charity jobs","GB","web",0
"7354",2013-08-17 22:00:00,5,"charity jobs","GB","web",0
"7355",2013-08-24 22:00:00,5,"charity jobs","GB","web",0
"7356",2013-08-31 22:00:00,6,"charity jobs","GB","web",0
"7357",2013-09-07 22:00:00,6,"charity jobs","GB","web",0
"7358",2013-09-14 22:00:00,5,"charity jobs","GB","web",0
"7359",2013-09-21 22:00:00,6,"charity jobs","GB","web",0
"7360",2013-09-28 22:00:00,6,"charity jobs","GB","web",0
"7361",2013-10-05 22:00:00,6,"charity jobs","GB","web",0
"7362",2013-10-12 22:00:00,5,"charity jobs","GB","web",0
"7363",2013-10-19 22:00:00,5,"charity jobs","GB","web",0
"7364",2013-10-26 22:00:00,5,"charity jobs","GB","web",0
"7365",2013-11-02 23:00:00,5,"charity jobs","GB","web",0
"7366",2013-11-09 23:00:00,5,"charity jobs","GB","web",0
"7367",2013-11-16 23:00:00,5,"charity jobs","GB","web",0
"7368",2013-11-23 23:00:00,5,"charity jobs","GB","web",0
"7369",2013-11-30 23:00:00,5,"charity jobs","GB","web",0
"7370",2013-12-07 23:00:00,5,"charity jobs","GB","web",0
"7371",2013-12-14 23:00:00,5,"charity jobs","GB","web",0
"7372",2013-12-21 23:00:00,3,"charity jobs","GB","web",0
"7373",2013-12-28 23:00:00,5,"charity jobs","GB","web",0
"7374",2014-01-04 23:00:00,6,"charity jobs","GB","web",0
"7375",2014-01-11 23:00:00,6,"charity jobs","GB","web",0
"7376",2014-01-18 23:00:00,6,"charity jobs","GB","web",0
"7377",2014-01-25 23:00:00,6,"charity jobs","GB","web",0
"7378",2014-02-01 23:00:00,5,"charity jobs","GB","web",0
"7379",2014-02-08 23:00:00,5,"charity jobs","GB","web",0
"7380",2014-02-15 23:00:00,6,"charity jobs","GB","web",0
"7381",2014-02-22 23:00:00,5,"charity jobs","GB","web",0
"7382",2014-03-01 23:00:00,6,"charity jobs","GB","web",0
"7383",2014-03-08 23:00:00,5,"charity jobs","GB","web",0
"7384",2014-03-15 23:00:00,6,"charity jobs","GB","web",0
"7385",2014-03-22 23:00:00,5,"charity jobs","GB","web",0
"7386",2014-03-29 23:00:00,5,"charity jobs","GB","web",0
"7387",2014-04-05 22:00:00,5,"charity jobs","GB","web",0
"7388",2014-04-12 22:00:00,5,"charity jobs","GB","web",0
"7389",2014-04-19 22:00:00,6,"charity jobs","GB","web",0
"7390",2014-04-26 22:00:00,5,"charity jobs","GB","web",0
"7391",2014-05-03 22:00:00,6,"charity jobs","GB","web",0
"7392",2014-05-10 22:00:00,5,"charity jobs","GB","web",0
"7393",2014-05-17 22:00:00,6,"charity jobs","GB","web",0
"7394",2014-05-24 22:00:00,5,"charity jobs","GB","web",0
"7395",2014-05-31 22:00:00,6,"charity jobs","GB","web",0
"7396",2014-06-07 22:00:00,6,"charity jobs","GB","web",0
"7397",2014-06-14 22:00:00,6,"charity jobs","GB","web",0
"7398",2014-06-21 22:00:00,6,"charity jobs","GB","web",0
"7399",2014-06-28 22:00:00,5,"charity jobs","GB","web",0
"7400",2014-07-05 22:00:00,6,"charity jobs","GB","web",0
"7401",2014-07-12 22:00:00,5,"charity jobs","GB","web",0
"7402",2014-07-19 22:00:00,6,"charity jobs","GB","web",0
"7403",2014-07-26 22:00:00,6,"charity jobs","GB","web",0
"7404",2014-08-02 22:00:00,6,"charity jobs","GB","web",0
"7405",2014-08-09 22:00:00,5,"charity jobs","GB","web",0
"7406",2014-08-16 22:00:00,5,"charity jobs","GB","web",0
"7407",2014-08-23 22:00:00,6,"charity jobs","GB","web",0
"7408",2014-08-30 22:00:00,6,"charity jobs","GB","web",0
"7409",2014-09-06 22:00:00,5,"charity jobs","GB","web",0
"7410",2014-09-13 22:00:00,5,"charity jobs","GB","web",0
"7411",2014-09-20 22:00:00,5,"charity jobs","GB","web",0
"7412",2014-09-27 22:00:00,5,"charity jobs","GB","web",0
"7413",2014-10-04 22:00:00,6,"charity jobs","GB","web",0
"7414",2014-10-11 22:00:00,6,"charity jobs","GB","web",0
"7415",2014-10-18 22:00:00,6,"charity jobs","GB","web",0
